143  82
143  97
172  82
172  97
186  24
197  82
197  97
200  8
217  6
217  73
231  26
231  53
234  75
239  91
246  90
247  24
257  48
261  39
265  2
267  90
272  0
272  72
279  74
281  91
287  48
288  90
291  8
298  39
309  90
310  43
311  2
317  1
320  24
333  48
335  28
340  56
342  70
342  72
342  88
346  81
347  0
353  2
353  28
355  61
359  39
362  47
362  88
363  56
363  87
372  81
373  70
375  28
378  90
380  74
383  88
391  48
393  90
393  91
400  87
408  90
409  24
411  8
412  91
423  75
423  90
428  18
430  2
430  39
431  91
434  82
434  97
438  90
443  82
443  97
444  24
448  48
450  91
451  72
452  82
452  97
453  6
453  73
453  90
455  26
455  53
456  0
457  8
461  82
461  97
469  91
470  82
470  97
479  82
479  97
480  55
483  71
485  6
485  73
485  88
487  91
488  24
488  26
488  53
488  82
488  97
490  89
491  4
493  55
497  82
497  97
499  88
500  71
504  23
506  82
506  89
506  97
508  55
512  31
514  40
514  88
515  77
515  82
515  97
517  89
518  7
518  79
519  4
521  71
522  5
524  82
524  97
525  31
526  55
528  40
528  89
529  88
531  77
532  36
533  78
533  82
533  97
538  7
539  31
539  79
539  89
542  82
542  97
543  6
543  73
544  88
545  40
545  51
547  5
547  77
548  55
550  9
550  71
550  89
551  23
551  26
551  82
551  97
552  53
552  91
552  92
552  98
554  61
556  31
556  51
559  88
560  32
560  82
560  97
561  89
564  18
565  7
565  40
565  77
566  9
566  23
566  91
567  79
568  51
568  98
569  82
569  97
572  89
572  92
573  4
574  88
575  55
576  31
577  82
578  97
583  89
585  82
586  97
587  91
589  5
589  88
591  40
591  77
593  36
593  71
593  82
594  89
594  97
596  78
598  91
601  82
602  31
602  97
603  88
604  90
609  82
610  24
610  97
611  55
611  89
612  8
612  91
614  88
614  90
617  82
618  97
619  75
620  48
621  39
622  2
624  6
624  56
624  90
625  28
626  91
627  73
627  82
628  81
628  88
629  87
630  72
630  74
631  0
631  24
631  70
631  97
634  90
635  61
636  28
637  48
637  56
638  2
638  8
639  39
639  43
642  1
642  88
643  47
643  81
648  28
648  70
649  87
652  56
657  88
658  81
662  28
664  90
674  61
