260  43
295  53
309  76
313  12
320  98
339  27
339  92
348  40
424  67
428  94
441  52
444  11
458  42
462  98
488  92
494  94
496  4
499  12
501  88
505  20
506  23
508  38
540  99
541  82
550  56
551  25
553  83
563  39
566  77
567  69
568  59
569  22
571  93
573  88
574  61
585  14
585  99
587  82
588  98
591  87
601  29
603  70
606  83
608  28
628  5
629  69
634  89
635  54
639  41
641  93
649  87
686  83
692  58
696  38
711  82
711  99
723  98
728  43
733  94
734  83
735  88
748  42
755  53
758  98
759  92
761  12
767  67
793  94
795  76
844  4
