0 0.5 0.5 0
1 0.5 0.499997 6.68709e-10
2 0.54616 0.500462 2.13077e-05
3 0.54616 0.499706 7.90804e-05
4 0.54616 0.499675 8.39484e-05
5 0.54616 0.500738 2.48731e-05
6 0.54616 0.500849 2.59456e-05
7 0.54616 0.500849 2.59456e-05
8 0.54616 0.500849 2.59456e-05
9 0.54616 0.501231 3.98458e-05
10 0.54616 0.500855 4.87544e-05
11 0.54616 0.501732 5.48687e-05
12 0.54616 0.501374 5.18426e-05
13 0.54616 0.50178 6.38405e-05
14 0.702547 0.50358 0.000463277
15 0.702547 0.503355 0.000454601
16 0.702547 0.503687 0.000459787
17 0.702547 0.50313 0.000489719
18 0.702547 0.50291 0.000531856
19 0.702547 0.50386 0.000481291
20 0.702547 0.504063 0.000539953
21 0.702547 0.503615 0.000542907
22 0.702547 0.504066 0.000515732
23 0.702547 0.504968 0.000659238
24 0.702547 0.505025 0.000654441
25 0.702547 0.504218 0.000660493
26 0.702547 0.506343 0.000717369
27 0.702547 0.505067 0.00067257
28 0.702547 0.504953 0.000684804
29 0.702547 0.505039 0.000674201
30 0.702547 0.504987 0.000673125
31 0.702547 0.505183 0.000675387
32 0.702547 0.505418 0.000711636
33 0.702547 0.503023 0.000829414
34 0.702547 0.504754 0.000676534
35 0.702547 0.504855 0.000685197
36 0.702547 0.504966 0.000758104
37 0.702547 0.506956 0.00081411
38 0.702547 0.506033 0.000879637
39 0.702547 0.50272 0.00115224
40 0.702547 0.505532 0.000751088
41 0.702547 0.504677 0.000772556
42 0.702547 0.506193 0.000771542
43 0.702547 0.505508 0.000743129
44 0.748225 0.508554 0.00135565
45 0.748225 0.507883 0.00148395
46 0.748225 0.505326 0.00161528
47 0.748225 0.506782 0.001308
48 0.748225 0.506812 0.00130598
49 0.748225 0.507911 0.00137133
50 0.748225 0.508895 0.00142886
51 0.748225 0.505835 0.00139263
52 0.748225 0.506704 0.00131157
53 0.748225 0.506975 0.00130864
54 0.748225 0.506474 0.00132983
55 0.748225 0.508431 0.00138777
56 0.748225 0.506662 0.00131629
57 0.748225 0.508137 0.00134114
58 0.748225 0.507212 0.00130194
59 0.748225 0.504982 0.0018267
60 0.748225 0.508877 0.00169037
61 0.748225 0.50869 0.00158239
62 0.748225 0.508058 0.00161609
63 0.748225 0.507416 0.00160279
64 0.748225 0.5077 0.00156047
65 0.748225 0.507753 0.00157413
66 0.748225 0.509234 0.00161213
67 0.748225 0.508207 0.00159271
68 0.748225 0.50765 0.00171556
69 0.748225 0.50764 0.00157451
70 0.748225 0.507474 0.00157751
