192  10
213  63
227  20
236  21
241  51
257  19
278  54
283  29
326  68
338  87
339  82
340  69
341  60
342  3
355  86
361  31
361  48
361  72
362  22
363  57
365  18
365  61
372  87
373  82
376  92
376  97
378  76
383  10
383  11
391  93
395  7
396  16
399  19
399  59
401  58
407  92
407  97
414  28
415  69
426  25
426  45
432  50
498  16
499  11
499  92
500  97
507  59
512  76
513  93
519  58
523  92
524  97
525  60
526  82
526  87
529  31
530  48
533  10
534  69
535  57
536  22
536  28
536  86
537  3
540  18
540  61
542  68
548  26
548  82
548  87
549  19
552  63
556  20
559  21
564  73
565  34
574  51
576  6
584  53
644  54
651  29
667  51
678  55
680  87
682  82
687  10
690  63
690  68
694  86
694  92
694  97
696  60
697  69
707  93
709  11
712  87
726  19
755  2
