0 0.624046 0.501699 0.000653385 0s
1 0.665095 0.51812 0.00072841 9.3982s
2 0.674602 0.525541 0.00115958 10.6176s
3 0.674665 0.52717 0.00158353 9.31284s
4 0.674665 0.527853 0.00162169 9.11563s
5 0.705335 0.529986 0.00198192 9.08045s
6 0.705335 0.533421 0.00218756 9.16539s
7 0.705335 0.532537 0.00228842 9.05155s
8 0.705335 0.532775 0.00236757 9.20154s
9 0.705335 0.5338 0.00246236 9.19445s
10 0.705335 0.534781 0.00276883 9.62079s
11 0.705335 0.533055 0.00268806 9.07337s
12 0.705335 0.53689 0.00275097 9.19697s
13 0.713757 0.53201 0.00296953 9.08947s
14 0.713757 0.535045 0.00296967 9.47497s
15 0.713757 0.54003 0.00336117 10.6186s
16 0.713757 0.536662 0.00332443 9.18596s
17 0.713757 0.53685 0.00333836 9.05552s
18 0.713757 0.535318 0.00311994 9.2443s
19 0.713757 0.539206 0.00373871 9.17058s
20 0.713757 0.538588 0.00338626 9.13554s
21 0.713757 0.536114 0.00335816 9.18321s
22 0.713757 0.540077 0.00350551 9.06956s
23 0.715283 0.540483 0.00373932 9.12298s
24 0.744032 0.544 0.00406832 8.96586s
25 0.744032 0.54071 0.00387903 9.62718s
26 0.744032 0.54299 0.00381643 9.246s
27 0.744032 0.538251 0.00380026 8.79718s
28 0.744032 0.544205 0.00404128 9.22287s
29 0.744032 0.541309 0.00402687 10.118s
30 0.744032 0.54701 0.00427323 8.82075s
31 0.744032 0.54691 0.00384461 8.83772s
32 0.744032 0.54192 0.00400643 9.23946s
33 0.744032 0.542034 0.0039071 8.81297s
34 0.744032 0.540517 0.004068 8.78844s
35 0.77684 0.541445 0.00410661 8.78644s
36 0.77684 0.542618 0.00413616 8.73097s
37 0.77684 0.546746 0.00470886 8.76084s
38 0.78313 0.553 0.00525549 8.85306s
39 0.78313 0.547213 0.00498784 9.76231s
40 0.78313 0.546279 0.00531893 8.80102s
41 0.78313 0.546136 0.00515142 8.77404s
42 0.78313 0.545845 0.00560847 8.82448s
43 0.78313 0.550213 0.00550693 8.74605s
44 0.78313 0.552829 0.00553784 8.79301s
45 0.78313 0.548293 0.00566415 9.32597s
46 0.78313 0.553979 0.00591305 8.89488s
47 0.78313 0.54817 0.00558357 8.8776s
48 0.78313 0.552644 0.0059783 8.80662s
49 0.78313 0.562167 0.00673233 8.8077s
50 0.78313 0.564785 0.00653676 8.86681s
51 0.786065 0.562625 0.00657566 8.78271s
52 0.786065 0.556961 0.00658302 9.24412s
53 0.786065 0.554742 0.00649177 8.77574s
54 0.786065 0.55376 0.00637438 9.32526s
55 0.786065 0.551474 0.00593974 9.26893s
56 0.786065 0.556164 0.00671736 8.81185s
57 0.823653 0.556048 0.00736841 8.7622s
58 0.823653 0.552974 0.00719823 8.77761s
59 0.823653 0.559442 0.00712502 8.81087s
