298  79
307  27
309  69
312  75
316  8
317  50
329  55
345  15
348  24
352  40
357  17
357  18
358  25
361  56
367  9
369  61
370  45
372  60
381  57
383  22
384  62
397  53
410  38
418  78
425  61
438  16
438  65
439  45
439  66
451  60
460  76
462  5
464  4
464  77
466  15
472  65
473  16
480  66
482  20
484  36
485  21
491  19
491  59
496  28
514  3
516  20
524  36
528  2
528  21
529  54
531  6
531  12
532  73
539  31
539  41
542  24
545  72
559  43
569  65
572  16
573  26
580  2
581  71
584  66
586  31
592  15
592  54
593  63
594  64
596  59
599  19
601  12
602  26
609  6
616  57
619  73
650  20
655  50
657  61
662  22
662  79
663  55
664  62
667  27
668  45
668  69
670  75
672  8
678  50
680  15
684  18
685  17
687  25
687  56
710  55
727  40
