0 0.5 0.5 0
1 0.5 0.499679 5.51658e-06
2 0.5 0.5 0
3 0.5 0.5 0
4 0.5 0.5 0
5 0.5 0.5 0
6 0.5 0.5 0
7 0.5 0.5 0
8 0.5 0.499884 1.34913e-06
9 0.549098 0.500491 2.41061e-05
10 0.549098 0.500571 2.46729e-05
11 0.549098 0.500571 2.46729e-05
12 0.549098 0.50068 2.57346e-05
13 0.549098 0.501036 4.00301e-05
14 0.549098 0.500634 5.06067e-05
15 0.549098 0.500926 4.21003e-05
16 0.549098 0.501172 8.06891e-05
17 0.549098 0.501755 6.40404e-05
18 0.549098 0.501546 6.25301e-05
19 0.549098 0.501711 6.53702e-05
20 0.549098 0.501529 6.26337e-05
21 0.549098 0.501529 6.26337e-05
22 0.549098 0.501346 6.85865e-05
23 0.549098 0.501296 6.88046e-05
24 0.549098 0.501618 6.31449e-05
25 0.589736 0.502718 0.000156414
26 0.589736 0.502356 0.000171078
27 0.592378 0.503369 0.000225924
28 0.592378 0.504057 0.000275089
29 0.592378 0.503502 0.000306138
30 0.592378 0.503326 0.000292355
31 0.592378 0.503423 0.000266219
32 0.592378 0.504213 0.000285859
33 0.592378 0.502083 0.000343361
34 0.592378 0.504935 0.000360158
35 0.592378 0.503215 0.000310416
36 0.592378 0.503831 0.000309028
37 0.592378 0.503869 0.000321559
38 0.592378 0.50361 0.000298544
39 0.592378 0.502849 0.000321305
40 0.592378 0.503328 0.000327785
41 0.592378 0.503745 0.000304613
42 0.592378 0.504132 0.000326519
43 0.592378 0.503327 0.000302817
44 0.592378 0.504074 0.000307484
45 0.592378 0.504156 0.000311553
46 0.592378 0.503642 0.000301285
47 0.592378 0.503675 0.000312312
48 0.592378 0.504662 0.000405505
49 0.592378 0.50387 0.000316692
50 0.592378 0.504138 0.000313896
51 0.603372 0.50509 0.000418082
52 0.603372 0.503565 0.000343171
53 0.603372 0.503352 0.000388914
54 0.603372 0.504187 0.000367077
55 0.603372 0.50199 0.000496441
56 0.603372 0.503729 0.000338558
57 0.603372 0.504198 0.000368024
58 0.603372 0.504242 0.000344286
