0 0.5 0.5 0
1 0.5 0.5 0
2 0.5 0.5 0
3 0.5 0.5 0
4 0.525178 0.500292 6.48098e-06
5 0.525178 0.499636 2.97546e-05
6 0.525178 0.499831 1.76579e-05
7 0.525178 0.498129 0.000444744
8 0.529235 0.500797 1.81462e-05
9 0.542558 0.501197 3.55673e-05
10 0.542816 0.501843 5.87084e-05
11 0.542816 0.501523 6.41941e-05
12 0.542816 0.50225 7.24109e-05
13 0.542816 0.499435 0.000408946
14 0.542816 0.501559 7.62221e-05
15 0.684417 0.50547 0.000560647
16 0.684417 0.505066 0.000560218
17 0.684417 0.504373 0.000542776
18 0.684417 0.503761 0.000687831
19 0.684417 0.504703 0.00068422
20 0.684417 0.50463 0.000558291
21 0.684417 0.504456 0.000567945
22 0.684417 0.504574 0.000558647
23 0.684417 0.505921 0.000636765
24 0.684417 0.505665 0.000625282
25 0.684417 0.504345 0.000608568
26 0.684417 0.507842 0.000866409
27 0.684417 0.506028 0.00074907
28 0.684417 0.505362 0.000704918
29 0.684417 0.506168 0.000827207
30 0.684417 0.505455 0.00075514
31 0.684417 0.505474 0.000756592
32 0.684417 0.505875 0.000791985
33 0.684417 0.506124 0.000765658
34 0.714289 0.507822 0.0011923
35 0.714289 0.506488 0.00107863
36 0.714289 0.506937 0.00109368
37 0.714289 0.507704 0.00116957
38 0.714289 0.508085 0.00114003
39 0.714289 0.507287 0.00110096
40 0.714289 0.507222 0.00111211
41 0.714289 0.506736 0.00117708
42 0.714289 0.507085 0.00109816
43 0.714289 0.509457 0.00135817
44 0.714289 0.508143 0.00123932
45 0.714289 0.510512 0.00138821
46 0.714289 0.508258 0.00132787
47 0.714289 0.507801 0.00124887
48 0.714289 0.506637 0.00122963
49 0.714289 0.509081 0.00150297
50 0.714289 0.508495 0.0013221
51 0.714289 0.507045 0.00141933
52 0.714289 0.50772 0.00137849
53 0.714289 0.508582 0.00132555
54 0.714289 0.507186 0.00129944
55 0.714289 0.50706 0.0013107
56 0.714289 0.50702 0.00124115
57 0.714289 0.50691 0.00125884
58 0.714289 0.508032 0.00138924
59 0.714289 0.507439 0.00124618
60 0.714289 0.505874 0.00136285
61 0.714289 0.507602 0.00125847
62 0.714289 0.507532 0.00126322
63 0.714289 0.507348 0.00125643
64 0.714289 0.508175 0.00137047
65 0.714289 0.50738 0.00132996
66 0.714289 0.507451 0.00127389
67 0.714289 0.506252 0.00129371
68 0.714803 0.508128 0.00184052
69 0.714803 0.509106 0.00150792
70 0.714803 0.508179 0.00147495
71 0.714803 0.508665 0.00148963
72 0.714803 0.508583 0.00151691
73 0.714803 0.507773 0.00150556
74 0.714803 0.508332 0.0015233
75 0.714803 0.506828 0.00166189
76 0.714803 0.507617 0.00147587
77 0.714803 0.508519 0.00152578
78 0.714803 0.507299 0.0015369
79 0.714803 0.508181 0.00148581
80 0.714803 0.507677 0.00187171
81 0.714803 0.508893 0.00151926
82 0.714803 0.507197 0.0015342
83 0.714803 0.506976 0.00154103
84 0.714803 0.508623 0.00148028
85 0.714803 0.507828 0.00148994
86 0.714803 0.507776 0.00148816
87 0.714803 0.509135 0.00161395
88 0.714803 0.507798 0.00153046
89 0.714803 0.509101 0.00174618
90 0.714803 0.50992 0.00182462
91 0.714803 0.509114 0.00165938
92 0.714803 0.510457 0.00183242
93 0.714803 0.508621 0.00161744
94 0.714803 0.507947 0.00160272
95 0.714803 0.510426 0.00198831
96 0.714803 0.50911 0.00162183
97 0.714803 0.507743 0.00182227
98 0.714803 0.507681 0.0016431
