227  89
267  12
280  89
301  47
323  84
326  89
350  33
374  61
377  12
377  48
383  99
384  91
401  84
413  92
418  9
426  91
437  54
438  65
440  82
440  87
443  98
455  62
457  57
459  58
460  27
462  71
467  90
478  98
490  97
497  50
497  69
513  85
518  82
518  87
522  98
525  91
534  90
548  99
568  91
575  98
583  84
583  89
589  12
593  92
607  89
612  61
624  91
633  84
634  89
636  99
637  31
639  56
641  48
664  47
664  89
697  89
703  84
732  89
733  91
743  99
746  12
756  82
756  87
759  79
768  89
776  98
777  91
777  92
782  84
788  27
789  80
798  85
798  90
805  89
810  72
812  80
812  98
813  54
815  65
819  6
819  58
820  97
825  8
827  63
827  71
829  91
833  27
