0 0.599872 0.499141 0.000525967 0s
1 0.640202 0.515806 0.000517431 4.00579s
2 0.690134 0.527736 0.00102558 3.7251s
3 0.690134 0.539163 0.00132703 3.72267s
4 0.690134 0.546549 0.00173966 3.71436s
5 0.77582 0.55977 0.00275704 3.75015s
6 0.77582 0.587052 0.00303225 3.7856s
7 0.77582 0.611268 0.00335813 3.84032s
8 0.77582 0.624669 0.00349814 3.97955s
9 0.77582 0.647588 0.00252516 4.06425s
10 0.77582 0.647991 0.00439404 3.75782s
11 0.77582 0.672522 0.00352751 4.00688s
12 0.77582 0.680866 0.00452768 4.05094s
13 0.77582 0.698383 0.00360798 3.92164s
14 0.77582 0.689199 0.0056023 3.78689s
15 0.77582 0.700291 0.00480169 3.79277s
16 0.77582 0.697055 0.00558767 3.75421s
17 0.77582 0.705778 0.00510098 3.7958s
18 0.77582 0.700386 0.00603348 3.76377s
19 0.77582 0.718054 0.00580556 3.83745s
20 0.783054 0.721226 0.00560564 3.78476s
21 0.783982 0.722698 0.00656866 3.77782s
22 0.785404 0.717934 0.00690445 3.82534s
23 0.785943 0.758914 0.00353062 3.84985s
24 0.800339 0.750107 0.0061188 3.74s
25 0.800339 0.754124 0.00554675 3.80079s
26 0.800339 0.738584 0.00929386 3.81942s
27 0.81927 0.754863 0.00536137 3.83607s
28 0.81927 0.748158 0.00648636 4.03446s
29 0.81927 0.736909 0.00820452 3.80396s
30 0.827738 0.731302 0.00890255 3.75114s
31 0.827738 0.721731 0.00959358 3.82382s
32 0.842191 0.737451 0.00765214 3.74638s
33 0.845175 0.723137 0.0111519 3.78896s
34 0.867435 0.702021 0.0142766 3.77457s
35 0.867435 0.715214 0.0135905 3.75702s
36 0.883544 0.762735 0.0100095 3.8176s
37 0.884686 0.783506 0.0104603 3.80695s
38 0.890077 0.813608 0.00688747 3.81226s
39 0.89024 0.80904 0.0123301 3.7502s
40 0.892422 0.842853 0.00830771 3.81887s
41 0.894015 0.840654 0.0105454 3.7617s
42 0.894015 0.835911 0.0150323 3.74991s
43 0.894482 0.858311 0.0100078 3.78391s
44 0.894482 0.846301 0.0126909 3.83297s
45 0.894482 0.848365 0.0130596 3.74252s
46 0.894482 0.860214 0.0100732 5.70859s
47 0.894482 0.851794 0.012014 4.05275s
48 0.894482 0.841119 0.0145912 3.78068s
49 0.894482 0.862284 0.00921043 3.78434s
50 0.894482 0.850367 0.0131477 3.78458s
51 0.894482 0.869067 0.00711776 3.81612s
52 0.894482 0.856051 0.0113509 4.35253s
53 0.894482 0.878976 0.00390526 3.83699s
54 0.894482 0.854466 0.0107468 3.75143s
55 0.894482 0.858456 0.0100977 3.7494s
56 0.894482 0.872431 0.00636112 3.748s
57 0.894482 0.876202 0.00548575 3.85363s
58 0.894482 0.865446 0.00874122 3.8385s
59 0.894482 0.858825 0.0099806 3.85465s
60 0.894482 0.852173 0.0102379 3.7539s
61 0.894482 0.870213 0.00706872 3.79601s
62 0.894482 0.883583 0.00265965 4.0285s
63 0.894482 0.853509 0.0113697 3.84136s
64 0.894482 0.845236 0.0133556 3.77185s
65 0.894482 0.845922 0.0143263 3.76969s
66 0.894482 0.860832 0.00925049 3.84184s
67 0.894482 0.861676 0.00924045 3.75348s
68 0.894482 0.861827 0.0101232 3.83734s
69 0.894482 0.84474 0.0128708 3.82258s
70 0.894482 0.860986 0.00919503 4.05077s
71 0.894482 0.855613 0.0110429 3.99026s
72 0.894482 0.858548 0.0102461 4.00092s
73 0.894482 0.869914 0.00750817 3.78084s
74 0.894482 0.850743 0.0120672 3.81571s
75 0.894482 0.870119 0.00703345 3.80066s
76 0.894482 0.85853 0.00997788 3.82128s
77 0.894482 0.853332 0.0113829 3.78288s
78 0.894482 0.854095 0.0104195 3.79361s
79 0.894482 0.859328 0.00925023 3.79481s
80 0.894482 0.8386 0.0157978 3.78113s
81 0.894482 0.855351 0.011383 3.81191s
82 0.894482 0.861146 0.00875627 3.82219s
83 0.894482 0.840012 0.015945 3.74866s
84 0.894482 0.851975 0.0118944 3.77293s
85 0.894482 0.871266 0.00649783 3.84552s
86 0.894482 0.863217 0.00873863 3.75041s
87 0.894482 0.867798 0.00700953 3.83622s
88 0.894482 0.869445 0.00742561 3.75535s
89 0.894482 0.847215 0.0128746 3.83218s
90 0.894482 0.859333 0.00941034 3.99606s
91 0.894482 0.870758 0.00672715 3.77986s
92 0.894482 0.866047 0.00823725 3.79396s
93 0.894482 0.865337 0.00736605 3.79717s
94 0.894482 0.835278 0.0159925 4.08229s
95 0.894482 0.850465 0.0123275 3.82798s
96 0.894482 0.856209 0.0105318 3.78151s
97 0.894482 0.867564 0.00832787 3.76045s
98 0.894482 0.849735 0.0129889 3.82196s
99 0.894482 0.856176 0.0101242 3.80132s
100 0.894482 0.844778 0.0135256 4.33467s
101 0.894482 0.849647 0.0125409 3.7995s
102 0.894482 0.861717 0.00880546 3.74544s
103 0.894482 0.848206 0.0129779 3.86183s
104 0.894482 0.839726 0.0152452 3.74939s
105 0.894482 0.837408 0.0157312 3.76938s
106 0.894482 0.846946 0.0124113 3.85119s
107 0.894482 0.851739 0.0120766 3.81069s
108 0.894482 0.85659 0.0109503 3.7483s
109 0.894482 0.864711 0.00866744 3.74931s
110 0.894482 0.866424 0.00775294 3.8421s
111 0.894482 0.843207 0.0156424 3.8332s
112 0.894482 0.841715 0.0152165 3.75511s
113 0.894482 0.842588 0.0149666 3.78157s
114 0.894482 0.852238 0.0121618 3.99534s
115 0.894482 0.855821 0.0107096 3.78779s
116 0.894482 0.837069 0.0158857 3.81951s
117 0.894482 0.865656 0.00814424 4.31337s
118 0.894482 0.856651 0.0110281 3.82291s
119 0.894482 0.836527 0.0161607 3.94884s
120 0.894482 0.84154 0.0150848 3.8064s
121 0.894482 0.868588 0.00775578 3.75638s
122 0.894482 0.856483 0.0102387 3.82711s
123 0.894482 0.857043 0.0105027 3.99356s
124 0.894482 0.851382 0.0128156 3.82483s
125 0.894482 0.86191 0.00951577 3.76351s
126 0.894482 0.867508 0.00714042 3.83969s
127 0.894482 0.864819 0.00736686 3.76206s
128 0.894482 0.853771 0.0112081 3.80409s
129 0.894482 0.8578 0.010248 3.8516s
130 0.894482 0.8537 0.0110537 3.75985s
131 0.894482 0.860577 0.00987933 3.76455s
132 0.894482 0.871061 0.00708827 3.77429s
133 0.894482 0.865698 0.00806304 3.81696s
134 0.894482 0.87213 0.00625219 3.82222s
135 0.894482 0.84788 0.0121794 3.75402s
136 0.894482 0.866052 0.00748532 3.83626s
137 0.894482 0.851905 0.0115487 4.0287s
138 0.894482 0.87054 0.0064582 3.76388s
139 0.894482 0.843944 0.0139266 3.81436s
140 0.894482 0.853388 0.0110398 3.81191s
141 0.894482 0.860005 0.00968433 3.74332s
142 0.894482 0.859643 0.00943478 3.87609s
143 0.894482 0.851232 0.0120748 3.79437s
144 0.894482 0.847313 0.0135316 3.80744s
145 0.894482 0.844973 0.014316 3.74667s
146 0.894482 0.839679 0.0159474 3.82625s
147 0.894482 0.842473 0.0139658 3.88652s
148 0.895028 0.858491 0.010723 3.78843s
149 0.895028 0.864709 0.00821171 4.01867s
150 0.895028 0.856644 0.00970291 3.77467s
151 0.895028 0.841006 0.0146804 3.82882s
152 0.895028 0.849728 0.0128324 3.75461s
153 0.895028 0.840896 0.0160615 3.84496s
154 0.895028 0.847848 0.0121028 3.75381s
155 0.895028 0.858475 0.0103706 3.83035s
156 0.895028 0.868919 0.00686121 3.80053s
157 0.895028 0.845109 0.014178 3.82416s
158 0.895028 0.853475 0.0109919 3.77518s
159 0.895028 0.858412 0.00995567 4.08472s
160 0.895028 0.865555 0.00870799 4.04643s
161 0.895028 0.866451 0.00747468 3.77246s
162 0.895028 0.874726 0.00505614 3.89772s
163 0.895028 0.849486 0.0124401 3.77963s
164 0.895028 0.861384 0.00931659 3.8137s
165 0.895028 0.86016 0.010223 3.80922s
166 0.895028 0.857826 0.0109492 3.76539s
167 0.895028 0.8709 0.00642267 4.00661s
168 0.895028 0.850377 0.012583 3.76478s
169 0.895028 0.849285 0.0121247 3.81635s
170 0.895028 0.874007 0.0061047 3.79623s
171 0.895028 0.849403 0.0131297 3.76158s
172 0.895028 0.860313 0.0105131 3.83066s
173 0.895028 0.850606 0.0123454 3.75227s
174 0.895028 0.863446 0.00906271 3.80887s
175 0.895028 0.84607 0.0137123 3.80019s
176 0.895028 0.85694 0.011017 3.80151s
177 0.895028 0.855381 0.0110559 3.78154s
178 0.895028 0.844623 0.0136447 3.81992s
179 0.895028 0.860982 0.00988362 3.76286s
180 0.895028 0.849468 0.011496 3.81153s
181 0.895028 0.857423 0.0103808 3.8049s
182 0.895028 0.865228 0.00853911 4.0003s
183 0.895028 0.859507 0.0101609 3.78356s
184 0.895028 0.84912 0.0132496 3.84582s
185 0.895028 0.83491 0.016624 3.9422s
186 0.895028 0.84845 0.0120384 3.79575s
187 0.895028 0.86255 0.00908339 3.77492s
188 0.895028 0.860199 0.00898483 3.96289s
189 0.895028 0.86499 0.00765346 3.81736s
190 0.895028 0.866984 0.00781049 3.81091s
191 0.895028 0.870904 0.0070401 3.8394s
192 0.895028 0.849105 0.0131049 3.76202s
193 0.895028 0.863297 0.00834899 3.78562s
194 0.895028 0.840182 0.0159223 3.83248s
195 0.895028 0.858293 0.0101672 3.8288s
196 0.895028 0.839582 0.0158093 3.76874s
197 0.895028 0.846566 0.0138752 3.85539s
198 0.895028 0.854429 0.0116853 3.87774s
199 0.895028 0.849687 0.0119135 4.05957s
200 0.895028 0.861911 0.00934469 3.81786s
201 0.895028 0.860641 0.00959908 4.03574s
202 0.895028 0.839571 0.0143784 3.78081s
203 0.895028 0.857452 0.0100764 5.07146s
204 0.895028 0.865016 0.00781528 4.05197s
205 0.895028 0.857601 0.0101653 3.77169s
206 0.895028 0.855692 0.0109774 3.81828s
207 0.895028 0.874221 0.00641619 4.00191s
208 0.895028 0.858451 0.0101447 3.81668s
209 0.895028 0.861861 0.00870741 3.77577s
210 0.895028 0.850365 0.0130415 3.81969s
211 0.895028 0.83849 0.0144034 3.80293s
212 0.895028 0.851211 0.0123397 3.81771s
213 0.895028 0.861402 0.0104787 3.79822s
214 0.895028 0.841439 0.015059 3.78831s
215 0.895028 0.855454 0.0110124 3.81303s
216 0.895028 0.835342 0.0167797 3.8276s
217 0.895028 0.860831 0.00900577 3.80359s
218 0.895028 0.866984 0.00793481 3.76954s
219 0.895028 0.873624 0.00579071 3.76827s
220 0.895028 0.838351 0.0150224 3.89472s
221 0.895028 0.860684 0.0100051 3.77728s
222 0.895028 0.861432 0.00939874 4.07581s
223 0.895028 0.863845 0.0089118 3.79864s
224 0.895028 0.844389 0.0151337 3.77491s
225 0.895028 0.854058 0.0118586 3.79555s
226 0.895028 0.865785 0.00843498 3.79906s
227 0.895028 0.857451 0.0106858 3.77219s
228 0.895028 0.861179 0.00905065 3.7544s
229 0.895028 0.863098 0.00942419 4.09229s
230 0.895028 0.84499 0.0142306 4.12585s
231 0.895028 0.851502 0.0131222 3.81267s
232 0.895028 0.864408 0.00893009 4.02618s
233 0.895028 0.854393 0.0116345 3.81423s
234 0.895028 0.867097 0.00794054 3.83604s
235 0.895028 0.83171 0.017269 3.76833s
236 0.895028 0.854507 0.0120625 3.77203s
237 0.895028 0.835768 0.0152813 4.3261s
238 0.895028 0.864275 0.00886256 3.8362s
239 0.895028 0.86385 0.0088553 4.00014s
240 0.895028 0.855588 0.0112259 3.77922s
241 0.895028 0.832972 0.017517 3.79395s
242 0.895028 0.854223 0.0107092 3.99388s
243 0.895028 0.856229 0.0109667 3.80543s
244 0.895028 0.858881 0.00979938 3.75919s
245 0.895028 0.843711 0.0137404 3.82011s
246 0.895028 0.836834 0.0157618 3.86412s
247 0.895028 0.865498 0.0079393 3.74723s
248 0.895028 0.846906 0.0136638 3.76289s
249 0.895028 0.861245 0.00969824 3.83111s
250 0.895028 0.853234 0.0116705 3.87014s
251 0.895028 0.837861 0.0157209 3.75821s
252 0.895028 0.830837 0.0174346 3.75857s
