75  99
97  77
98  94
132  99
139  48
142  2
145  94
154  96
160  51
182  10
186  11
188  99
195  94
198  96
213  99
219  85
221  94
227  6
232  2
235  99
243  96
246  94
255  49
257  99
258  26
269  77
277  39
280  28
289  48
296  27
302  99
307  8
310  79
317  94
320  52
329  0
337  39
389  27
393  64
423  99
435  94
440  48
447  99
449  6
463  77
464  94
465  99
475  96
480  99
481  94
488  51
491  2
491  88
491  91
495  85
498  96
501  49
502  80
503  10
503  60
504  19
504  83
507  94
511  69
511  85
512  11
512  68
514  88
514  91
515  23
515  80
517  56
518  28
524  31
524  73
527  83
527  85
529  80
537  30
539  88
540  4
540  53
540  91
541  75
544  80
544  85
553  40
553  83
559  80
562  85
565  77
566  31
567  88
569  73
569  91
575  69
575  80
580  85
581  40
582  83
586  71
590  68
591  80
597  52
597  60
598  88
599  85
600  91
605  19
607  80
609  31
612  83
619  85
621  28
624  80
635  15
639  85
642  80
644  0
649  40
649  83
661  80
664  85
672  30
674  2
679  80
683  85
684  83
687  94
689  99
692  88
692  91
693  96
697  2
697  80
701  94
702  77
702  85
702  99
703  51
716  94
716  96
716  99
718  88
718  91
720  39
722  48
724  83
731  99
733  94
738  6
741  8
742  79
742  96
745  26
746  99
747  88
747  91
750  27
751  94
757  10
762  99
767  85
768  80
768  94
769  96
771  39
773  11
777  77
778  88
778  91
778  99
781  83
783  80
784  85
786  94
787  48
789  2
795  99
798  52
799  80
799  96
800  51
801  85
803  28
804  94
811  83
811  88
811  91
812  99
815  80
819  85
822  94
826  77
828  27
829  31
830  99
831  0
831  96
832  80
838  85
841  94
843  49
843  71
845  88
845  91
847  73
847  99
848  83
856  2
862  94
865  99
866  96
871  79
880  88
880  91
883  94
883  99
